_input,_num,_widgetName,_source,_resultNumber,_pageUrl,description,date,city,parish,county
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,215,Scroll of Extraction,Scroll of Extraction,214,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Anne Lamperill is imprisoned at Colchester Castle. She was committed by Edward Eltonhead for being accused and suspected of being a witch.(http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=0) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=0,1639 July 29,Colchester,,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,216,Scroll of Extraction,Scroll of Extraction,215,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Robert Garnett is imprisoned at Colchester Castle. He was committed by William Lynne because he allegedly trusted witches and talked with them which was considered dishonouring God.() Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011,1639 July 29,Colchester,,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,217,Scroll of Extraction,Scroll of Extraction,216,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Alice Aylett allegedly enchants Margery Egles so that she "gravely languished" from August until November of 1589.(http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=1) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=1,1689 August 10,Braintree,,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,218,Scroll of Extraction,Scroll of Extraction,217,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Alice Aylett allegedly enchants Rachel Skynner so that she "gravely languished" from August until November of 1589.(http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=1) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=1,1589 August 1,Braintree,,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,219,Scroll of Extraction,Scroll of Extraction,218,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Alice Aylett allegedly enchants Henry Joye so that he "gravely languished" from November to December of 1589.(http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=1) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=1,1589 November 5,Braintree,,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,220,Scroll of Extraction,Scroll of Extraction,219,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Alice Aylett allegedly enchants Susan Parman so that she languished from March of 1579/80 until April of 1583 at which point she died. (http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=1) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=1,1579 March 6,Braintree,,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,221,Scroll of Extraction,Scroll of Extraction,220,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Alice Aylett allegedly enchants A boy (Anonymous 259 who most likely named Simon) so that he languished from April of 1583 until August of 1586 when he died. (http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=1) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=1,1583 April 26,Braintree,,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,222,Scroll of Extraction,Scroll of Extraction,221,http://witching.org/brimstone/detail.php?mode=county&county=Essex,William Skelton and his wife Margery are indicted for allegedly bewitching John Churcheman who died instantly. () Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011,1573 March 2,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,223,Scroll of Extraction,Scroll of Extraction,222,http://witching.org/brimstone/detail.php?mode=county&county=Essex,William and Margery Skelton allegedly bewitch John Churcheman. Churcheman dies instantly. () Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011,1658 November 16,Barling,Barling,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,224,Scroll of Extraction,Scroll of Extraction,223,http://witching.org/brimstone/detail.php?mode=county&county=Essex,William Skelton and his wife Margery plead not guilty to bewitching John Churcheman who died immediately. They are found guilty.() Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011,1573 March 2,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,225,Scroll of Extraction,Scroll of Extraction,224,http://witching.org/brimstone/detail.php?mode=county&county=Essex,William Skelton and his wife Margery are indicted for allegedly bewitching the infant Agnes Collen so that she languished for a long time.() Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011,1573 March 2,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,226,Scroll of Extraction,Scroll of Extraction,225,http://witching.org/brimstone/detail.php?mode=county&county=Essex,William Skelton and his wife Margery allegedly bewitch Agnes Collen causing her to languish for a long time.() Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011,1571 July 29,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,227,Scroll of Extraction,Scroll of Extraction,226,http://witching.org/brimstone/detail.php?mode=county&county=Essex,William Skelton and his wife Margery plead not guilty to bewitching Agnes Collen a one year old infant. They are found guilty.() Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011,1573 March 2,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,228,Scroll of Extraction,Scroll of Extraction,227,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Elizabeth Gooding sends an imp "to vex and torment Mary the wife of John Tayler of Manningtree."(8) Appears in: Anonymous. A True Relation of the Araignment of Eighteene Witches. London: 1645 8,1642,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,229,Scroll of Extraction,Scroll of Extraction,228,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Mary Tayler the wife of John Tayler of Manningtree refuses to give Elizabeth Gooding "some Beergood" resulting in Elizabeth Gooding's "malice" and sending of an imp to torment Mary Tayler. (8) Appears in: Anonymous. A True Relation of the Araignment of Eighteene Witches. London: 1645 8,1642,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,230,Scroll of Extraction,Scroll of Extraction,229,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Mrs. Wayt a minister's wife is falsely accused of being a witch in the Book of the Essex Witches. She is excused in print "for it is very well knowne that she is a gentlewoman of a very godly and religious life and a very good conuersations: and this was set on purpose to vindicate her."(8) Appears in: Anonymous. A True Relation of the Araignment of Eighteene Witches. London: 1645 8,1645,,,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,231,Scroll of Extraction,Scroll of Extraction,230,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Anne Leech is tried and executed in the County of Essex after being condemned as a witch "at the late Sessions holden at Chelmesford" before Rovert Earl of Warwick on the 29th of July 1645.(Cover) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 Cover,1645 July 29,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,232,Scroll of Extraction,Scroll of Extraction,231,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Agnes Steadman allegedly bewitches Sibyl Bentall wife of Thomas Bentall so that for twelve days she was violently ill and feared for her life. (http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=2) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=2,1572 July 1,Halstead,,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,233,Scroll of Extraction,Scroll of Extraction,232,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Agnes Steadman is indicted at the assizes in Chelmsford for allegedly bewitching Sibyl Bentall. Bentall was violently ill for twelve days and feared for her life. (http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=2) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=2,1572 August 28,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,234,Scroll of Extraction,Scroll of Extraction,233,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Agnes Steadman pleads not guilty to bewitching Sybil Bentall causing her to be violently ill for twelve days and fear for her life. Steadman is found guilty.(http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=2) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=2,1572 August 28,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,235,Scroll of Extraction,Scroll of Extraction,234,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Agnes Steadman is indicted for allegedly bewitching three cows worth 4 belonging to John Rome. The cows languished for three days. (http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=1) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=1,1572 August 28,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,236,Scroll of Extraction,Scroll of Extraction,235,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Agnes Steadman allegedly bewitches 3 cows worth 4 belonging to John Rome causing them to languish for three days. (http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=1) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=1,1572 May 1,Halstead,,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,237,Scroll of Extraction,Scroll of Extraction,236,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Agnes Steadman pleads not guilty to bewitching 3 cows worth 4 belonging to John Rome. She is found guilty. (http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=1) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=1,1572 August 28,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,238,Scroll of Extraction,Scroll of Extraction,237,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Agnes Steadman is indicted for allegedly bewitching a cow worth 30 shilling belonging to Owen Norman.(http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=0) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=0,1572 August 28,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,239,Scroll of Extraction,Scroll of Extraction,238,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Agnes Steadman pleads not guilty to bewitching a cow worth 30 shillings belonging to Owen Norman. She is nevertheless found guilty. (http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=0) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=0,1572 August 28,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,240,Scroll of Extraction,Scroll of Extraction,239,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Agnes Steadman allegedly bewitches a cow worth 30 shillings belonging to Owen Norman causing it to become violently ill. (http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=0) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=0,1572 June 7,Halstead,,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,241,Scroll of Extraction,Scroll of Extraction,240,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Alice Hunt Annis Herd Alice Manfeild Elizabeth Eustace Margaret Grevell Annis Glascock Joan Pechye Alice Newman Elizabeth Bennett and Ursley Kempe (alias Gray) are all imprisoned together in the goal examined at the Chelmsford Assizes March 1582. Their crimes would be recorded in W. W's A True and Just Recorde of the Information Examination and Confession of all the Witches taken at S. Ofes in the Countie of Essex 1582. (http://seax.essexcc.gov.uk/result_details.asp?DocID=338028) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?DocID=338028,1582 29 March,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,242,Scroll of Extraction,Scroll of Extraction,241,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Mary Cooke is found dead in the goal at Chelmsford circa July 17 1645(http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=0) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=0,1645 July 17,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,243,Scroll of Extraction,Scroll of Extraction,242,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Anne Cooper is found dead in the goal at Chelmsford circa July 17 1645(http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=0) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=0,1645 July 17,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,244,Scroll of Extraction,Scroll of Extraction,243,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Elizabeth Gibson is found dead in the goal at Chelmsford circa July 17 1645(http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=0) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?intOffSet=0&intThisRecordsOffSet=0,1645 July 17,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,245,Scroll of Extraction,Scroll of Extraction,244,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Elizabeth Clarke while being watched as a witch allegedly attempt to strike a bargain with Matthew Hopkins suggesting if John Sterne and himself would promise to not hurt her that she would call one of her familiar spirits to come and play on her lap. Hopkins and Sterne refused the offer and Clarke did not produce her white spirit one of the five familiars she allegedly kept.(6) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 6,1645,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,246,Scroll of Extraction,Scroll of Extraction,245,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Elizabeth Clarke at the behest of Satan who would otherwise never let "her rest or be quiet" allegedly sends her familiars to kill Mr. Edwards hogs Robert Tayler's horse. Tayler himself believed that Elizabeth Gooding had committed this crime having fallen out with his wife when Gooding wanted to have the cheese on credit.(6 7 10-11) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 6 7 10-11,1645,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,247,Scroll of Extraction,Scroll of Extraction,246,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Elizabeth Clarke presumably through familiar magic allegedly kills Robert Okes a man from Lawford in the county of Essex. He appears to have died a week after she bewitched him (or circa March 18th 1645).(8-9) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 8-9,1645,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,248,Scroll of Extraction,Scroll of Extraction,247,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Elizabeth Clarke allegedly bewitches the child of a Dedham clothier to death presumably through familiar magic. (8-9) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 8-9,1645,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,249,Scroll of Extraction,Scroll of Extraction,248,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Elizabeth Clarke allegedly bewitches Mrs. Cole to death presumably through familiar magic. (8-9) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 8-9,1645,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,250,Scroll of Extraction,Scroll of Extraction,249,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Anne West presumably through an act of weather magic allegedly raised a storm which caused Thomas Turner's boat to sink and killed Turner himself. (9) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 9,1642 September.,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,251,Scroll of Extraction,Scroll of Extraction,250,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Elizabeth Clarke becomes a witch one night as she picked up firewood around six months after she met Anne West; West pitying Clarke for her lameness and her poverty promised she would send her a thing like a "little Kitlyn which would fetch home some victuals for this Examinant; and that it should doe her no hurt." Within four nights a white and a familiar spirit came to her and promised to help her to a husband. They visited nightly "and sucked upon the lower parts of her body."(10) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 10,1645 September,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,252,Scroll of Extraction,Scroll of Extraction,251,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Elizabeth Gooding having been found guilty of "murder and raising spirits" is hanged as a witch in 1645. (http://seax.essexcc.gov.uk/result_details.asp?DocID=341226) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?DocID=341226,1645,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,253,Scroll of Extraction,Scroll of Extraction,252,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Anne Leech allegedly bewitches two of Richard Edwards' cows. She accomplished this simply by walking by Richard Edwards' pasture. A black cow fell down as she passed; a white cow died one day after its fellow dieing on the same spot. Edwards has an autopsy performed on the cows but "no disease discovered which might occasion their death."(10-11) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 10-11,1644,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,254,Scroll of Extraction,Scroll of Extraction,253,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Mary Parsely grows sick and dies within six weeks of Hellen Clarke uttering "that Mary the daughter of the said Edward and Mary Parsley should rue for all" a prognostication and curse grounded in Hellen Clarke's outrage after she had a disagreement with Mary Sr. The legal indictment for this event names the victim as "Anne."(14) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 14,1645 April 5,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,255,Scroll of Extraction,Scroll of Extraction,254,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Hellen Clarke is hanged as a witch for having committed two murders in 1645.(http://seax.essexcc.gov.uk/result_details.asp?DocID=341226) Appears in: Essex Record Office . Calendar of Essex Assize Records. Online. http://seax.essexcc.gov.uk: 2011 http://seax.essexcc.gov.uk/result_details.asp?DocID=341226,1645,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,256,Scroll of Extraction,Scroll of Extraction,255,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Prudence Hart begins to have a sudden and tragic miscarriage as she walks home one Sunday. There is no apparent cause for this; she had been about "twenty weeks gone with childe and to her thinking very well and healthfull" and rapidly developed "great pains and miscarried before shee could be got home." Hart blames Anne West and Rebecca West for this tragedy suggesting that Rebecca West thought Hart was her greatest enemy.(13) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 13,1645,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,257,Scroll of Extraction,Scroll of Extraction,256,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Prudence Hart feels something fall down upon her right side as she lays in bed one night "but being dark she cannot tell in what shape it was." She loses mobility on that side and experiences "extraordinary pains and burning" which last a few days. Presumably Anne West and / or Rebecca West had sent a familiar spirit to plague her. (13) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 13,1645,Manningtree,Manningtree,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,258,Scroll of Extraction,Scroll of Extraction,257,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Mary Greenliefe allegedly allows her familiar spirits to feed from Susan Sparrow's fourteen year old daughter and her own teenage daughter. Greenliefe's daughter had awoken one night and was heard "to cry out in a fearefull manner; Oh Mother now it comes it comes oh helpe mother it hurts me it hurts me." Having been told to quiet her daughter Greenliefe allegedly suggested to Sparrow "I will fee with them (meaning her said Impes) that they shall suck my daughter one night and thine another." The next night Sparrow's daughter awoke "much affrighted sweating and shrieking in a terrible manner complaining that shee was nipped and pinched on her thigh. Sparrow's child had a large bruse on her thigh and complained of pain in her leg for a month after. (19) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 19,1615,Alresford,,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,259,Scroll of Extraction,Scroll of Extraction,258,http://witching.org/brimstone/detail.php?mode=county&county=Essex,A mysterious leveret (a year old Hare) which allegedly haunts the home shared by Susan Sparrow and Mary Greenliefe is suspected of bewitching Anthony Sharlock's son. Sharlock brings his greyhound which courses the leveret "but whether the dog killed it this Informant knows not."(19-20 21) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 19-20 21,1630,Alresford,,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,260,Scroll of Extraction,Scroll of Extraction,259,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Mary Greenleife is searched as a witch; she allegedly has "bigges or teates in her secret parts not like Emerods nor in those places where women use to be troubled with them; and that they verily beleeve these teates are sucked by her Impes. Greenleife says she does not "how she came by those teats which were discovered in her secret parts She saith she knows not unlesse she were born with them; but she never knew she had any such untill this time they were found in those parts upon the said search."(20-21) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 20-21,1645,,Chelnes-forde; Chelmesforde; Chelmifforde; Chensforde;Chelmes-forde,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,261,Scroll of Extraction,Scroll of Extraction,260,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Anne Cooper allegedly curses William Cottingam's colt. It broke its neck and died shortly thereafter.(22-23) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 22-23,1645,Clacton,,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,262,Scroll of Extraction,Scroll of Extraction,261,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Anne Cooper allegedly attempts to give her daughter Sarah a familiar in the form of "gray Kite to suck on [her]"(22-23) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 22-23,1645,Clacton-on-Sea,Great Clacton,Essex
webpage/url:http://witching.org/brimstone/detail.php?mode=county&county=Essex|,263,Scroll of Extraction,Scroll of Extraction,262,http://witching.org/brimstone/detail.php?mode=county&county=Essex,Elizabeth Hare accused of giving Mary Smith "two Impes" exclaimed with her hands "upward that if she were guilty of any such thing He would shew some example upon her." Immediately "after she shaked and quivered and fell down to the ground backward and tumbled up and down upon the ground and hath continued sick ever since."(23) Appears in: H. F.. A True and Exact Relation of the severall Informations Examinations and Confessions of the late Witches arraigned and executed in the County of Essex. . London: 1645 23,1645,Clacton-on-Sea,Great Clacton,Essex
